
 syntran 0.0.63
 https://github.com/JeffIrwin/syntran

 Interpreting file "main.syntran"

Starting AOC syntran main 2017/17
x in [409, 616]
y in [3, 1863]
.............................................#........#............................................|...............................................................................|..........|................
.............................................#........#............................................|...............................................................................|..........|................
.............................................#........#...................................|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||#.............
.............................................#........#...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#.............
.............................................#........#...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#.............
.............................................#........#...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#.............
.............................................#........#...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#.............
.............................................#........#...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#~~~#~~~~~~~~~~~~~~~~~~~~#.............
.............................................#........#...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#~~~#~~~~~~~~~~~~~~~~~~~~#.............
.............................................#........#...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#~~~#~~~~~~~~~~~~~~~~~~~~#.............
.............................................#........#...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#~~~#~~~~~~~~~~~~~~~~~~~~#.............
.............................................#........#...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#####~~~~~~~~~~~~~~~~~~~~#.............
.............................................#........#...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#.............
.............................................#........#...................................|#~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~#.............
.............................................#........#...................................|#######################################################################################################.............
.............................................#........#...................................|....................................................................................................................
.............................................#........#...................................|....................................................................................................................
.............................................#........#...................................|....................................................................................................................
.............................................#........#...................................|....................................................................................................................
.............................................#........#...................................|....................................................................................................................
.............................................#........#...................................|....................................................................................................................
.............................................##########...................................|....................................................................................................................
..........................................................................................|....................................................................................................................
..............................................................................|||||||||||||||||||||||..........................................................................................................
..............................................................................|#~~~~~~~~~~~~~~~~~~~#|..........................................................................................................
..............................................................................|#~~~~~~~~~~~~~~~~~~~#|...................#......................................................................................
..............................................................................|#~~~~~~~~~~~~~~~~~~~#|.#.................#......................................................................................
..............................................................................|#~~~~~~~~~~~~~~~~~~~#|.#.................#......................................................................................
..............................................................................|#~~~~~~~~~~~~~~~~~~~#|.#.................#......................................................................................
..............................................................................|#~~~~~~~~~~~~~~~~~~~#|.#.................#......................................................................................
..............................................................................|#~~~~~~~~~~~~~~~~~~~#|.#.................#......................................................................................
..............................................................................|#~~~~~~~~~~~~~~~~~~~#|.#.................#......................................................................................
....................................#.........................................|#~~~~~~~~~~~~~~~~~~~#|.###################......................................................................................
....................................#.....................#...................|#~~~~~~~~~~~~~~~~~~~#|..........................................................................................................
....................................#.....................#...................|#~~~~~~~~~~~~~~~~~~~#|..........................................................................................................
....................................#.....................#...................|#~~~~~~~~~~~~~~~~~~~#|..........................................................................................................
....................................#.....................#...................|#~~~~~~~~~~~~~~~~~~~#|..........................................................................................................
....................................#.....................#...................|#~~~~~~~~~~~~~~~~~~~#|..........................................................................................................
....................................#######################...................|#####################|..........................................................................................................
..............................................................................|.....................|...............................................................#....................#.....................
..............................................................................|.....................|...............................................................#....................#.....................
..............................................................................|.....................|...............................................................#....................#.....................
..............................................................................|.....................|.......#..................#....................................#....................#.....................
..............................................................................|.....................|.......#..................#....................................#....................#.....................
..............................................................................|.....................|.......#..................#....................................#............#.#.....#.....................
..............................................................................|.....................|.......#..................#....................................#............#.#.....#.....................
..............................................................................|.....................|.......#..................#....................................#............#.#.....#.....................
.....................................................................#||||||||||||||||||||..........|.......#..................#....................................#............#.#.....#.....................
...............#.....................................................#~~~~~~~~~~~~~~~~~~#|..........|.......#..................#....................................#............#.#.....#.....................
...............#...#.................................................#~~~~~~~~~~~~~~~~~~#|..........|.......#..................#....................................#............#.#.....#.....................
...............#...#.................................................#~~~~~~#######~~~~~#|..........|.......#..................#....................................#............#.#.....#.....................
...............#...#.................................................#~~~~~~#.....#~~~~~#|..........|.......#..................#....................................#............#.#.....#.....................
...............#...#.................................................#~~~~~~#######~~~~~#|..........|.......#..................#....................................#............#.#.....#.....................
...............#...#...................................#.#...........#~~~~~~~~~~~~~~~~~~#|..........|.......#..................#....................................#............#.#.....#.....................
...............#...#...................................#.#...........#~~~~~~~~~~~~~~~~~~#|..........|.......#..................#....................................#............#.#.....#.....................
...............#...#...................................#.#...........#~~~~~~~~~~~~~~~~~~#|..........|.......#..................#....................................#............#.#.....#.....................
...............#####...................................#.#...........#~~~~~~~~~~~~~~~~~~#|..........|.......#..................#....................................#............###.....#.....................
.......................................................#.#...........#~~~~~~~~~~~~~~~~~~#|..........|.......####################....................................#....................#.....................
........................#..............#...............#.#...........####################|..........|...............................................................#....................#.....................
........................#..............#...............#.#...............................|..........|...............................................................######################.....................
........................#..............#...............#.#...............................|..........|..........................................................................................................
........................#..............#...............#.#...............................|...#.#....|..........................................................................................................
........................#..............#...............#.#...............................|...#.#|||||||........................................................................................................
........................#..............#...............#.#.......................||||||||||||#.#~~~~~#|........................................................................................................
........................#..............#...............#.#.......................|#~~~~~~~~~~#.#~~~~~#|....................................................................#......................#............
........................#..............#...............###.......................|#~~~~~~~~~~#.#~~~~~#|.........................................#..........................#......................#............
........................#..............#.........................................|#~~~~~~~~~~#.#~~~~~#|.........................................#..............#...........#......................#............
........................#..............#.........................................|#~~~~~~~~~~#.#~~~~~#|.........................................#..............#...........########################............
........................#..............#.........................................|#~~~~~~~~~~#.#~~~~~#|.........................................#..............#...............................................
........................#..............#................................#........|#~~~~~~~~~~#.#~~~~~#|.........................................#..............#...............................................
........................################...........#....................#........|#~~~~~~~~~~#.#~~~~~#|.........................................#..............#...............................................
...................................................#....................#........|#~~~~~~~~~~#.#~~~~~#|.........................................#..............#...............................................
...................................................#....................#........|#~~~~~~~~~~###~~~~~#|.........................................#..............#...............................................
...................................................#....................#........|#~~~~~~~~~~~~~~~~~~#|.........................................#..............#...............................................
...................................................#....................#........|#~~~~~~~~~~~~~~~~~~#|.........................................#..............#...............................................
...................................................#....................#........|#~~~~~~~~~~~~~~~~~~#|.........................................#..............#...............................................
...................................................#....................#........|####################|.........................................#..............#...............................................
...................................................#....................#........|....................|.........................................#..............#...............................................
...................................................#....................#........|....................|.........................................#..............#...............................................
...................................................#........#.#.........#........|....................|.........................................#..............#...............................................
...................................................#........#.#.........#........|....................|.........................................#..............#...............................................
...................................................#........#.#.........#........|....................|.........................................#..............#...............................................
...................................................#........#.#.........#........|....................|.........................................#..............#...............................................
...................................................#........#.#.........#........|....................|.........................................#..............#...............................................
...................................................#........###.........#........|....................|......#...#..............................#..............#...............................................
...................................................#....................#........|..................|||||||||#...#..............................################...............................................
...................................................#....................#........|..................|#~~~~~~~#...#.............................................................................................
...................................................#....................#........|..................|#~~~~~~~#...#.....#.......................................................................................
...................................................#....................#........|..................|#~~~~~~~#...#.....#.......................................................................................
...................................................#....................#........|..................|#~~~~~~~#...#.....#.......................................................................................
...................................................#....................#........|..................|#~~~~~~~#...#.....#.......................................................................................
...................................................######################........|..................|#~~~~~~~#####.....#.......................................................................................
.................................................................................|..................|#~~~~~~~~~~~~~~~~~#.......................................................................................
.................................................................................|..................|#~~~~~~~~~~~~~~~~~#.................................#.....................................................
.................................................................................|..#...............|#~~~~~~~~~~~~~~~~~#.................................#.....................#...............................
.................................................................................|#.#...............|#~~~~~~~~~~~~~~~~~#.................................#.....................#...............................
.................................................................................|#.#...............|#~~~~~~~~~~~~~~~~~#.................................#.....................#...............................
.................................................................................|#.#...............|#~~~~~~~~~~~~~~~~~#.................................#.....................#...............................
.................................................................................|#.#...............|#~~~~~~~~~~~~~~~~~#.................................#.....................#...............................
................#...#............................................................|#.#...............|#~~~~~~~~~~~~~~~~~#.................................#.....................#...............................
................#...#............................................................|#.#...............|###################.................................#.....................#...............................
................#...#..............#.............................................|#.#...............|....................................................#.....................#...............................
................#...#..............#...............#.............................|#.#...............|....................................................#.....................#...............................
................#...#..............#...............#.............................|#.#...............|....................................................#.....................#...............................
................#...#..............#.....#...#.....#.............................|#.#...............|....................................................#.....................#...............................
................#...#..............#.....#...#.....#.............................|#.#...............|....................................................#.....................#...............................
................#...#..............#.....#...#.....#.............................|#.#...............|....................................................#.....................#...............................
................#...#..............#.....#...#.....#.............................|#.#...............|....................................................#.....................#...............................
................#...#..............#.....#...#.....#.............................|#.#...............|....................................................#.....................#...............................
................#...#..............#.....#...#.....#.............................|#.#...............|....................................................#.....................#...............................
................#...#..............#.....#####.....#.............................|#.#...............|....................................................#.....................#...............................
................#...#..............#...............#.............................|#.#.....#||||||||||||||||||||..........................................#.....................#..........#....................
................#...#..............#...............#.............................|#.#.....#~~~~~~~~~~~~~~~~~~#|..........................................#.....................#..........#...............#....
................#...#..............#...............#.............................|#.#.....#~~~~~~~~~~~~~~~~~~#|..........................................#.....................#..........#...............#....
................#...#..............#################.............................|#.#.....#~~~~~########~~~~~#|..........................................#.....................#..........#...............#....
................#...#............................................................|#.#.....#~~~~~#......#~~~~~#|.......................#............#.....#.....................#..........#...............#....
................#...#............................................................|#.#.....#~~~~~########~~~~~#|.......................#............#.....#.....................#..........#...............#....
................#...#............................................................|###.....#~~~~~~~~~~~~~~~~~~#|.......................#............#.....#.....................#..........#...............#....
................#...#............................................................|........#~~~~~~~~~~~~~~~~~~#|.......................#............#.....#.....................#..........#...............#....
................#...#............................................................|........#~~~~~~~~~~~~~~~~~~#|.......................#............#.....#.....................#..........#...............#....
................#...#........................#...................................|........#~~~~~~~~~~~~~~~~~~#|.......................#............#.....#.....................#..........#...............#....
................#...#........................#.......................#...........|........#~~~~~~~~~~~~~~~~~~#|.......................#............#.....#######################..........#...............#....
................#...#........................#.......................#...........|........#~~~~~~~~~~~~~~~~~~#|.......................#............#......................................#...............#....
................#####........................#.......................#...........|........####################|.......................#............#......................................#...............#....
.............................................#.......................#...........|............................|.......................#............#......................................#...............#....
.............................................#########################...........|............................|.......................#............#......................................#...............#....
.................................................................................|............................|.......................##############......................................#...............#....
.................................................................................|............................|...........................................................................#...............#....
.................................................................................|............................|...........................................................................#...............#....
.................................................................................|............................|...........................................................................#...............#....
.................................................................................|............................|...........................................................................#...............#....
.................................................................................|...............|||||||||||||||||||||#...................................................................#...............#....
.................................................................................|...............|#~~~~~~~~~~~~~~~~~~~#...................................................................#...............#....
.................................................................................|...............|#~~~~~~~~~~~~~~~~~~~#...................................................................#################....
.................................................................................|...............|#~~~~~~~~~~~~~~~~~~~#........................................................................................
.................................................................................|...............|#~~~~###~~~~~~~~~~~~#.........#................#.............................................................
..................#.........#....................................................|...............|#~~~~#.#~~~~~~~~~~~~#.........#................#.............................................................
..................#.........#....................................................|...............|#~~~~#.#~~~~~~~~~~~~#.........#................#.............................................................
..................#.........#....................................................|...............|#~~~~#.#~~~~~~~~~~~~#.........#................#.............................................................
..................#.........#....................................................|...............|#~~~~#.#~~~~~~~~~~~~#.........#................#.............................................................
..................#.........#....................................................|...............|#~~~~#.#~~~~~~~~~~~~#.........#................#.............................................................
..................#.........#....................................................|...............|#~~~~###~~~~~~~~~~~~#.........##################.............................................................
..................#.........#....................................................|...............|#~~~~~~~~~~~~~~~~~~~#........................................................................................
..................#.........#....................................................|...............|#~~~~~~~~~~~~~~~~~~~#........................................................................................
..................#.........#....................................................|...............|#####################........................................................................................
..................#.........#....................................................|...............|.............................................................................................................
..................#.........#....................................................|...............|.....................................................................................#.......................
..................#.........#....................................................|...............|.....................................................................................#.................#.....
..................#.........#...........................................#........|...............|.....................................................................................#.................#.....
..................#.........#.................................#.........#........|...............|.....................................................................................###################.....
..................#.........#.................................#.........#........|...............|.............................................................................................................
..................#.........#.................................#.........#........|...............|..........................#...............#..................................................................
..................###########.................................###########........|.#||||||||||||||||||||||||................#...............#..................................................................
.................................................................................|.#~~~~~~~~~~~~~~~~~~~~~~#|................#...............#.....................................................#........#...
.................................................................................|.#~~~~~~~~~~~~~~~~~~~~~~#|................#...............#.....................................................#........#...
.................................................................................|.#~~~~~~~~~~~~~~~~~~~~~~#|................#...............#.....................................................#........#...
.................................................................................|.#~~~~~###~~~~~~~~~~~~~~#|................#...............#.....................................................#........#...
.................................................................................|.#~~~~~#.#~~~~~~~~~~~~~~#|................#...............#.....................................................#........#...
.................................................................................|.#~~~~~###~~~~~~~~~~~~~~#|................#...............#.....................................................#........#...
.................................................................................|.#~~~~~~~~~~~~~~~~~~~~~~#|................#...............#.....................................................#........#...
.................................................................................|.#~~~~~~~~~~~~~~~~~~~~~~#|................#...............#.....................................................#........#...
.................................................................................|.#~~~~~~~~~~~~~~~~~~~~~~#|................#...............#.....................................................#........#...
.................................................................................|.########################|................#...............#.....................................................#........#...
.................................................................................|.........................|................#...............#.....................................................#........#...
.................................................................................|.........................|................#...............#.....................................................#........#...
.................................................................................|.........................|................#...............#.....................................................#........#...
.................................................................................|.........................|................#################.................#............#............#.........#........#...
......................................................................#..........|.........................|..................................................#............#.....#......#.........#........#...
....................................................................#.#..........|.........................|..................................................#............#.....#......#.........#........#...
....................................................................#.#..........|.........................|..................................................#............#.....#......#.........#........#...
..................#.................................................#.#..........|...............#|||||||||||||||||||||.......................................#............#.....#......#.........#........#...
..................#...........................#.....................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#.........#........#...
..................#...........................#.....................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#.........#........#...
..................#...........................#.....................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#.........#........#...
..................#...........................#.....................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#.........#........#...
..................#...........................#.....................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#.........#........#...
..................#...........................#.....................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#.........##########...
..................#...........................#.....................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#......................
..................#...........................#.....................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#......................
..................#...........................#.....................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#......................
..................#############################.....................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#......................
....................................................................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#......................
....................................................................#.#..........|...............#~~~~~~~~~~~~~~~~~~~#|.......................................#............#.....#......#......................
....................................................................#.#..........|...............#####################|.......................................#............#.....#......#......................
....................................................................#.#..........|....................................|.......................................#............#.....#......#......................
....................................................................#.#..........|....................................|.......................................#............#.....#......#......................
.................................................#..................#.#..........|....................................|.......................................#............#.....#......#......................
...............................#.................#..................#.#..........|....................................|.......................................##############.....#......#......................
...............................#.................#..................#.#..........|....................................|..........................................................#......#......................
...............................#.................#..................#.#..........|....................................|..........................................................#......#......................
...............................#.................#..................#.#..........|....................................|..........................................................#......#......................
...............................#.................#..................###..........|........................#|||||||||||||||||||||.................................................#......#......................
...............................#.................#...............................|........................#~~~~~~~~~~~~~~~~~~~#|.................................................#......#...#..............#...
...............................###################...............................|........................#~~~~~~~~~~~~~~~~~~~#|.................................................#......#...#..............#...
.................................................................................|........................#~~~~~~~~~~~~~~~~~~~#|.................................................########...#..............#...
.................................................................................|........................#~~~~~~~~~~~~~~~~~~~#|............................................................#..............#...
.................................................................................|........................#~~~~~~~~~~~~~~~~~~~#|............................................................#..............#...
.................................................................................|........................#~~~~~~~~~~~~~~~~~~~#|............................................................#..............#...
.................................................................................|........................#~~~~~~~~~~~~~~~~~~~#|............................................................#..............#...
.................................................................................|........................#~~~~~~~~~~~~~~~~~~~#|............................................................#..............#...
.................................................................................|........................#~~~~~~~~~~~~~~~~~~~#|............................................................#..............#...
.................................................................................|........................#~~~~~~~~~~~~~~~~~~~#|............................................................#..............#...
.................................................................................|........................#~~~~~~~~~~~~~~~~~~~#|.........................................#..................#..............#...
.................................................................................|........................#~~~~~~~~~~~~~~~~~~~#|.........................................#.....#............#..............#...
.................................................................................|........................#####################|.........................................#.....#............#..............#...
..............................................................#..................|.............................................|.........................................#.....#............#..............#...
..............................................................#....#.............|.............................................|.........................................#.....#............#..............#...
..............................................................#....#.............|.............................................|.........................................#######......#.....#..............#...
..............................................................#....#.............|.............................................|......................................................#..#..#..............#...
..............................................................#....#.............|.............................................|......................................................#..#..#..............#...
..............................................................#....#.............|.............................................|......................................................#..#..#..............#...
..............................................................#....#.............|.............................................|......................................................#..#..#..............#...
..............................................................#....#.............|.....................................#..#....|......................................................#..#..#..............#...
..............................................................#....#.............|.....................................#..#|||||||....................................................#..#..#..............#...
..............................................................#....#.............|.....................................#..#~~~~~#|....................................................#..#..#..............#...
..............................................................#....#.............|.............................#.......#..#~~~~~#|....................................................#..#..#..............#...
..............................................................#....#.............|.............................#.......#..#~~~~~#|....................................................#..#..#..............#...
